Job ID,Job Title,Location,Key Skills,Job Salary,Apply Link,Description
JOB-2214,Cloud Architect,Chandigarh,"OpenAI, TensorFlow, Machine Learning, PyTorch, Vector Databases, React",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Chandigarh. Must be proficient in OpenAI and TensorFlow.
JOB-2215,MLOps Engineer,Hyderabad,"Django, TensorFlow, Docker, Kubernetes, NLP",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Hyderabad. Must be proficient in Django and TensorFlow.
JOB-2216,MLOps Engineer,Bengaluru,"Vector Databases, Machine Learning, OpenAI, Kubernetes, Deep Learning, NLP",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Bengaluru. Must be proficient in Vector Databases and Machine Learning.
JOB-2217,MLOps Engineer,Mumbai,"Langchain, Deep Learning, React, PyTorch",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Mumbai. Must be proficient in Langchain and Deep Learning.
JOB-2218,Cloud Architect,Gurgaon,"Prompt Engineering, Python, Power BI, Docker, RAG, SQL, Machine Learning",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Gurgaon. Must be proficient in Prompt Engineering and Python.
JOB-2219,AI Product Manager,Hyderabad,"Deep Learning, Kubernetes, Machine Learning, React",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Hyderabad. Must be proficient in Deep Learning and Kubernetes.
JOB-2220,Backend Engineer,Kochi,"Node.Js, Power BI, Python, SQL, Machine Learning",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Kochi. Must be proficient in Node.Js and Power BI.
JOB-2221,Machine Learning Engineer,Remote,"React, Power BI, AWS, NLP",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Remote. Must be proficient in React and Power BI.
JOB-2222,Data Scientist,Pune,"Kubernetes, Docker, TensorFlow, AWS, Node.Js",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Pune. Must be proficient in Kubernetes and Docker.
JOB-2223,AI Solutions Architect,Pune,"AWS, PyTorch, Python, Machine Learning, Deep Learning",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Pune. Must be proficient in AWS and PyTorch.
JOB-2224,AI Solutions Architect,Delhi NCR,"Power BI, Node.Js, Deep Learning, Langchain, PyTorch, SQL",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Delhi NCR. Must be proficient in Power BI and Node.Js.
JOB-2225,Python Developer,Bengaluru,"Node.Js, Kubernetes, TensorFlow, Vector Databases, PyTorch",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Python%20Developer&location=India,Seeking a skilled Python Developer based in Bengaluru. Must be proficient in Node.Js and Kubernetes.
JOB-2226,Generative AI Developer,Chennai,"Python, OpenAI, Langchain, Prompt Engineering, TensorFlow, PyTorch, Streamlit",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Chennai. Must be proficient in Python and OpenAI.
JOB-2227,Prompt Engineer,Chennai,"Python, OpenAI, Langchain, Prompt Engineering, AWS",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Chennai. Must be proficient in Python and OpenAI.
JOB-2228,Prompt Engineer,Remote,"Python, OpenAI, Langchain, Prompt Engineering, Git, Vector Databases",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Remote. Must be proficient in Python and OpenAI.
JOB-2229,Cloud Architect,Bengaluru,"Langchain, Node.Js, Python, Docker, SQL, Power BI",Competitive,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Bengaluru. Must be proficient in Langchain and Node.Js.
JOB-2230,NLP Specialist,Chennai,"Node.Js, Deep Learning, Docker, SQL",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Chennai. Must be proficient in Node.Js and Deep Learning.
JOB-2231,Prompt Engineer,Pune,"Python, OpenAI, Langchain, Prompt Engineering, Machine Learning",Competitive,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Pune. Must be proficient in Python and OpenAI.
JOB-2232,Data Analyst,Mumbai,"TensorFlow, Prompt Engineering, AWS, RAG",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Mumbai. Must be proficient in TensorFlow and Prompt Engineering.
JOB-2233,Generative AI Developer,Remote,"Python, OpenAI, Langchain, Prompt Engineering, Machine Learning, Kubernetes",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Remote. Must be proficient in Python and OpenAI.
JOB-2234,Cloud Architect,Chennai,"Langchain, AWS, Vector Databases, Power BI, Node.Js, TensorFlow, Django",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Chennai. Must be proficient in Langchain and AWS.
JOB-2235,Backend Engineer,Delhi NCR,"React, TensorFlow, Kubernetes, Node.Js",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Delhi NCR. Must be proficient in React and TensorFlow.
JOB-2236,Cloud Architect,Chennai,"PyTorch, TensorFlow, Vector Databases, Git, Django",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Chennai. Must be proficient in PyTorch and TensorFlow.
JOB-2237,Backend Engineer,Chandigarh,"Langchain, Docker, Django, Vector Databases, RAG",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Chandigarh. Must be proficient in Langchain and Docker.
JOB-2238,Data Analyst,Chennai,"RAG, TensorFlow, Node.Js, Git",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Chennai. Must be proficient in RAG and TensorFlow.
JOB-2239,Data Analyst,Gurgaon,"React, TensorFlow, OpenAI, Streamlit, Docker",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Gurgaon. Must be proficient in React and TensorFlow.
JOB-2240,NLP Specialist,Hyderabad,"Kubernetes, NLP, Streamlit, Django, Node.Js",Competitive,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Hyderabad. Must be proficient in Kubernetes and NLP.
JOB-2241,Data Analyst,Kochi,"Python, Git, Kubernetes, Node.Js, React, Prompt Engineering, OpenAI",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Kochi. Must be proficient in Python and Git.
JOB-2242,Backend Engineer,Delhi NCR,"Streamlit, NLP, Kubernetes, Vector Databases, Langchain, OpenAI, React",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Delhi NCR. Must be proficient in Streamlit and NLP.
JOB-2243,Data Analyst,Pune,"Deep Learning, Docker, Python, Node.Js, RAG, Vector Databases, AWS",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Pune. Must be proficient in Deep Learning and Docker.
JOB-2244,MLOps Engineer,Pune,"Machine Learning, NLP, Power BI, Vector Databases, Django",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Pune. Must be proficient in Machine Learning and NLP.
JOB-2245,Data Scientist,Chandigarh,"Prompt Engineering, Node.Js, OpenAI, Vector Databases",Competitive,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Chandigarh. Must be proficient in Prompt Engineering and Node.Js.
JOB-2246,MLOps Engineer,Pune,"Machine Learning, Power BI, TensorFlow, Vector Databases, Langchain, Node.Js, AWS",Competitive,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Pune. Must be proficient in Machine Learning and Power BI.
JOB-2247,MLOps Engineer,Kochi,"Vector Databases, Git, NLP, Docker, AWS, SQL, Langchain",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Kochi. Must be proficient in Vector Databases and Git.
JOB-2248,Generative AI Developer,Bengaluru,"Python, OpenAI, Langchain, Prompt Engineering, SQL, Streamlit",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Bengaluru. Must be proficient in Python and OpenAI.
JOB-2249,Generative AI Developer,Bengaluru,"Python, OpenAI, Langchain, Prompt Engineering, AWS, React",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Bengaluru. Must be proficient in Python and OpenAI.
JOB-2250,MLOps Engineer,Kochi,"PyTorch, AWS, Langchain, Python, Power BI",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Kochi. Must be proficient in PyTorch and AWS.
JOB-2251,NLP Specialist,Delhi NCR,"SQL, Docker, Deep Learning, OpenAI, Python, NLP",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Delhi NCR. Must be proficient in SQL and Docker.
JOB-2252,Cloud Architect,Chandigarh,"Kubernetes, Langchain, Python, RAG, SQL, AWS, Deep Learning",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Chandigarh. Must be proficient in Kubernetes and Langchain.
JOB-2253,AI Solutions Architect,Delhi NCR,"Docker, Prompt Engineering, NLP, Langchain, TensorFlow, SQL",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Delhi NCR. Must be proficient in Docker and Prompt Engineering.
JOB-2254,Backend Engineer,Chandigarh,"Deep Learning, RAG, PyTorch, Machine Learning, Prompt Engineering, OpenAI, Power BI",Competitive,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Chandigarh. Must be proficient in Deep Learning and RAG.
JOB-2255,AI Solutions Architect,Hyderabad,"RAG, Prompt Engineering, Node.Js, Git",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Hyderabad. Must be proficient in RAG and Prompt Engineering.
JOB-2256,Prompt Engineer,Remote,"Python, OpenAI, Langchain, Prompt Engineering, PyTorch, Django",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Remote. Must be proficient in Python and OpenAI.
JOB-2257,Generative AI Developer,Mumbai,"Python, OpenAI, Langchain, Prompt Engineering, Django",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Mumbai. Must be proficient in Python and OpenAI.
JOB-2258,Cloud Architect,Mumbai,"RAG, OpenAI, Python, TensorFlow",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Mumbai. Must be proficient in RAG and OpenAI.
JOB-2259,AI Product Manager,Chennai,"Power BI, NLP, OpenAI, RAG, Machine Learning, Vector Databases",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Chennai. Must be proficient in Power BI and NLP.
JOB-2260,AI Product Manager,Remote,"SQL, Django, Python, AWS, TensorFlow, RAG, React",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Remote. Must be proficient in SQL and Django.
JOB-2261,NLP Specialist,Remote,"Prompt Engineering, Machine Learning, Kubernetes, Power BI",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Remote. Must be proficient in Prompt Engineering and Machine Learning.
JOB-2262,Backend Engineer,Kochi,"TensorFlow, Power BI, PyTorch, NLP, Machine Learning, Streamlit, Kubernetes",Competitive,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Kochi. Must be proficient in TensorFlow and Power BI.
JOB-2263,NLP Specialist,Gurgaon,"PyTorch, Streamlit, Django, Power BI, Python, Machine Learning, OpenAI",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Gurgaon. Must be proficient in PyTorch and Streamlit.
JOB-2264,Backend Engineer,Chennai,"Vector Databases, Kubernetes, React, Prompt Engineering, NLP, Docker",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Chennai. Must be proficient in Vector Databases and Kubernetes.
JOB-2265,Data Analyst,Hyderabad,"Kubernetes, Power BI, RAG, Prompt Engineering, Deep Learning, Django",Competitive,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Hyderabad. Must be proficient in Kubernetes and Power BI.
JOB-2266,Machine Learning Engineer,Kochi,"NLP, Machine Learning, Langchain, Prompt Engineering, AWS, React, TensorFlow",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Kochi. Must be proficient in NLP and Machine Learning.
JOB-2267,Data Analyst,Kochi,"Docker, Machine Learning, TensorFlow, React",Competitive,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Kochi. Must be proficient in Docker and Machine Learning.
JOB-2268,Machine Learning Engineer,Delhi NCR,"Docker, TensorFlow, Python, Power BI, Langchain",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Delhi NCR. Must be proficient in Docker and TensorFlow.
JOB-2269,Prompt Engineer,Pune,"Python, OpenAI, Langchain, Prompt Engineering, RAG, Kubernetes",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Pune. Must be proficient in Python and OpenAI.
JOB-2270,Generative AI Developer,Kochi,"Python, OpenAI, Langchain, Prompt Engineering, SQL",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Kochi. Must be proficient in Python and OpenAI.
JOB-2271,MLOps Engineer,Gurgaon,"TensorFlow, Deep Learning, AWS, Vector Databases",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Gurgaon. Must be proficient in TensorFlow and Deep Learning.
JOB-2272,AI Product Manager,Pune,"Streamlit, Node.Js, Django, Kubernetes",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Pune. Must be proficient in Streamlit and Node.Js.
JOB-2273,Backend Engineer,Pune,"SQL, PyTorch, TensorFlow, Vector Databases, Deep Learning",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Pune. Must be proficient in SQL and PyTorch.
JOB-2274,Generative AI Developer,Delhi NCR,"Python, OpenAI, Langchain, Prompt Engineering, Machine Learning",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Delhi NCR. Must be proficient in Python and OpenAI.
JOB-2275,Data Scientist,Chennai,"Git, Streamlit, Machine Learning, Langchain, Vector Databases, NLP",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Chennai. Must be proficient in Git and Streamlit.
JOB-2276,Generative AI Developer,Hyderabad,"Python, OpenAI, Langchain, Prompt Engineering, AWS",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Hyderabad. Must be proficient in Python and OpenAI.
JOB-2277,Generative AI Developer,Remote,"Python, OpenAI, Langchain, Prompt Engineering, NLP, Vector Databases",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Remote. Must be proficient in Python and OpenAI.
JOB-2278,Cloud Architect,Remote,"Kubernetes, Vector Databases, Langchain, SQL, Streamlit",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Remote. Must be proficient in Kubernetes and Vector Databases.
JOB-2279,MLOps Engineer,Gurgaon,"Vector Databases, PyTorch, Prompt Engineering, RAG, Langchain",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Gurgaon. Must be proficient in Vector Databases and PyTorch.
JOB-2280,AI Product Manager,Chandigarh,"NLP, Langchain, Vector Databases, Power BI, Django, Node.Js, Machine Learning",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Chandigarh. Must be proficient in NLP and Langchain.
JOB-2281,Python Developer,Kochi,"Power BI, Vector Databases, Python, Node.Js, NLP",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Python%20Developer&location=India,Seeking a skilled Python Developer based in Kochi. Must be proficient in Power BI and Vector Databases.
JOB-2282,Data Analyst,Kochi,"Python, RAG, Streamlit, SQL, Langchain",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Kochi. Must be proficient in Python and RAG.
JOB-2283,AI Product Manager,Delhi NCR,"Kubernetes, RAG, SQL, NLP, Machine Learning",Competitive,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Delhi NCR. Must be proficient in Kubernetes and RAG.
JOB-2284,Prompt Engineer,Hyderabad,"Python, OpenAI, Langchain, Prompt Engineering, Node.Js",Competitive,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Hyderabad. Must be proficient in Python and OpenAI.
JOB-2285,Data Analyst,Bengaluru,"OpenAI, Prompt Engineering, React, AWS, Git",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Bengaluru. Must be proficient in OpenAI and Prompt Engineering.
JOB-2286,AI Solutions Architect,Remote,"React, Docker, Python, Git, Streamlit, Kubernetes",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Remote. Must be proficient in React and Docker.
JOB-2287,Generative AI Developer,Chandigarh,"Python, OpenAI, Langchain, Prompt Engineering, Kubernetes, NLP, Docker",30+ LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Chandigarh. Must be proficient in Python and OpenAI.
JOB-2288,NLP Specialist,Hyderabad,"Git, Power BI, Langchain, TensorFlow",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Hyderabad. Must be proficient in Git and Power BI.
JOB-2289,Data Scientist,Chandigarh,"Power BI, Git, TensorFlow, PyTorch, Python, NLP",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Chandigarh. Must be proficient in Power BI and Git.
JOB-2290,MLOps Engineer,Kochi,"Prompt Engineering, Git, React, Django",Competitive,https://www.linkedin.com/jobs/search/?keywords=MLOps%20Engineer&location=India,Seeking a skilled MLOps Engineer based in Kochi. Must be proficient in Prompt Engineering and Git.
JOB-2291,Backend Engineer,Hyderabad,"RAG, NLP, Streamlit, Docker, Prompt Engineering",Competitive,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Hyderabad. Must be proficient in RAG and NLP.
JOB-2292,NLP Specialist,Chennai,"SQL, React, PyTorch, Git",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Chennai. Must be proficient in SQL and React.
JOB-2293,Backend Engineer,Delhi NCR,"Deep Learning, PyTorch, Langchain, Django, TensorFlow, Machine Learning",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Delhi NCR. Must be proficient in Deep Learning and PyTorch.
JOB-2294,Cloud Architect,Chennai,"Streamlit, Python, React, NLP",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Chennai. Must be proficient in Streamlit and Python.
JOB-2295,Machine Learning Engineer,Pune,"PyTorch, SQL, Power BI, Python",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Pune. Must be proficient in PyTorch and SQL.
JOB-2296,Data Analyst,Bengaluru,"Docker, Deep Learning, TensorFlow, Power BI",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Bengaluru. Must be proficient in Docker and Deep Learning.
JOB-2297,NLP Specialist,Remote,"NLP, React, Prompt Engineering, TensorFlow, OpenAI, Git",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Remote. Must be proficient in NLP and React.
JOB-2298,AI Product Manager,Mumbai,"AWS, Docker, Django, Langchain, Streamlit",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Mumbai. Must be proficient in AWS and Docker.
JOB-2299,NLP Specialist,Mumbai,"AWS, Power BI, Machine Learning, PyTorch, TensorFlow, Python, OpenAI",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Mumbai. Must be proficient in AWS and Power BI.
JOB-2300,Machine Learning Engineer,Remote,"RAG, Langchain, Machine Learning, Docker, Node.Js, Python",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Remote. Must be proficient in RAG and Langchain.
JOB-2301,AI Solutions Architect,Bengaluru,"Langchain, Kubernetes, Power BI, Python",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Bengaluru. Must be proficient in Langchain and Kubernetes.
JOB-2302,Python Developer,Bengaluru,"PyTorch, Machine Learning, RAG, Power BI, Python, Vector Databases, Langchain",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Python%20Developer&location=India,Seeking a skilled Python Developer based in Bengaluru. Must be proficient in PyTorch and Machine Learning.
JOB-2303,Machine Learning Engineer,Kochi,"Prompt Engineering, Streamlit, Deep Learning, Node.Js, Machine Learning",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=Machine%20Learning%20Engineer&location=India,Seeking a skilled Machine Learning Engineer based in Kochi. Must be proficient in Prompt Engineering and Streamlit.
JOB-2304,AI Solutions Architect,Hyderabad,"Django, Streamlit, Git, Langchain",15-25 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Solutions%20Architect&location=India,Seeking a skilled AI Solutions Architect based in Hyderabad. Must be proficient in Django and Streamlit.
JOB-2305,NLP Specialist,Mumbai,"Vector Databases, NLP, Node.Js, RAG, Langchain",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=NLP%20Specialist&location=India,Seeking a skilled NLP Specialist based in Mumbai. Must be proficient in Vector Databases and NLP.
JOB-2306,Generative AI Developer,Chandigarh,"Python, OpenAI, Langchain, Prompt Engineering, TensorFlow, Django",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Generative%20AI%20Developer&location=India,Seeking a skilled Generative AI Developer based in Chandigarh. Must be proficient in Python and OpenAI.
JOB-2307,AI Product Manager,Gurgaon,"TensorFlow, AWS, SQL, Node.Js, React",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=AI%20Product%20Manager&location=India,Seeking a skilled AI Product Manager based in Gurgaon. Must be proficient in TensorFlow and AWS.
JOB-2308,Cloud Architect,Chandigarh,"Vector Databases, Node.Js, RAG, NLP, Machine Learning",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Chandigarh. Must be proficient in Vector Databases and Node.Js.
JOB-2309,Backend Engineer,Gurgaon,"SQL, PyTorch, Langchain, NLP, RAG",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Backend%20Engineer&location=India,Seeking a skilled Backend Engineer based in Gurgaon. Must be proficient in SQL and PyTorch.
JOB-2310,Data Scientist,Remote,"TensorFlow, NLP, Django, Vector Databases, PyTorch, OpenAI",Competitive,https://www.linkedin.com/jobs/search/?keywords=Data%20Scientist&location=India,Seeking a skilled Data Scientist based in Remote. Must be proficient in TensorFlow and NLP.
JOB-2311,Prompt Engineer,Delhi NCR,"Python, OpenAI, Langchain, Prompt Engineering, TensorFlow, Streamlit",20-35 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Delhi NCR. Must be proficient in Python and OpenAI.
JOB-2312,Prompt Engineer,Bengaluru,"Python, OpenAI, Langchain, Prompt Engineering, Streamlit",8-12 LPA,https://www.linkedin.com/jobs/search/?keywords=Prompt%20Engineer&location=India,Seeking a skilled Prompt Engineer based in Bengaluru. Must be proficient in Python and OpenAI.
JOB-2313,Cloud Architect,Kochi,"Python, Prompt Engineering, OpenAI, Vector Databases, NLP",Not Disclosed by Recruiter,https://www.linkedin.com/jobs/search/?keywords=Cloud%20Architect&location=India,Seeking a skilled Cloud Architect based in Kochi. Must be proficient in Python and Prompt Engineering.
JOB-2314,Data Analyst,Hyderabad,"Git, Langchain, React, Prompt Engineering",10-15 LPA,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=India,Seeking a skilled Data Analyst based in Hyderabad. Must be proficient in Git and Langchain.
